__id__,supplier,wash_temperature,collection,price,name,erp_name,description,color,variation_name,image,material,brand,meta_title,care_instructions,size,variation_image,composition
bacchus_orange,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]","[{'locale': None, 'scope': None, 'data': 'orange'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus orange'}]","[{'locale': None, 'scope': None, 'data': 'a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg/download'}}}]",,,,,,,
bacchus_pink,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]","[{'locale': None, 'scope': None, 'data': 'pink'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus pink'}]","[{'locale': None, 'scope': None, 'data': 'a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg/download'}}}]",,,,,,,
bacchus_yellow,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]","[{'locale': None, 'scope': None, 'data': 'yellow'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus yellow'}]","[{'locale': None, 'scope': None, 'data': 'a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg/download'}}}]",,,,,,,
caelus_blue,"[{'locale': None, 'scope': None, 'data': 'mongo'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '999.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Tuxedo with animal print'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Caelus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Get ready to party in this tuxedo with animal print grabbing composed of a single-breasted jacket with 2 buttons and matching pants. Our skinny suits offer a perfect contemporary snowstorm.\nThe model is 1.85 meters (6 feet 1 inch), wears a size 40 jacket and pants 32R.\nDry clean only.'}]","[{'locale': None, 'scope': None, 'data': 'blue'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Caelus blue'}]",,,,,,,,
caelus_red,"[{'locale': None, 'scope': None, 'data': 'mongo'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '999.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Tuxedo with animal print'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Caelus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Get ready to party in this tuxedo with animal print grabbing composed of a single-breasted jacket with 2 buttons and matching pants. Our skinny suits offer a perfect contemporary snowstorm.\nThe model is 1.85 meters (6 feet 1 inch), wears a size 40 jacket and pants 32R.\nDry clean only.'}]","[{'locale': None, 'scope': None, 'data': 'red'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Caelus red'}]",,,,,,,,
diana_pink,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '400'}]","[{'locale': None, 'scope': None, 'data': ['winter_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '149.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'diana'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Diana'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Short\nLining: 100% polyester\nModel: Model is 179 cm and wears a size 36\nCervical Shape: Deep V-neck\nTotal length: 88 cm in size 36\nAdditional Info: zip, lined\nHandle Type: Sleeveless\nComposition: 100% nylon\nCare instructions: hand wash'}]","[{'locale': None, 'scope': None, 'data': 'pink'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Diana pink'}]","[{'locale': None, 'scope': None, 'data': 'd/2/5/8/d258264ab8c306c364c7af373758910942520e20_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/d/2/5/8/d258264ab8c306c364c7af373758910942520e20_diana2.jpg/download'}}}]",,,,,,"[{'locale': None, 'scope': None, 'data': '0/d/8/5/0d85354f579d88c7e9cf65607fcf8bca4d657d87_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/0/d/8/5/0d85354f579d88c7e9cf65607fcf8bca4d657d87_diana2.jpg/download'}}}]",
diana_red,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '400'}]","[{'locale': None, 'scope': None, 'data': ['winter_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '149.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'diana'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Diana'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Short\nLining: 100% polyester\nModel: Model is 179 cm and wears a size 36\nCervical Shape: Deep V-neck\nTotal length: 88 cm in size 36\nAdditional Info: zip, lined\nHandle Type: Sleeveless\nComposition: 100% nylon\nCare instructions: hand wash'}]","[{'locale': None, 'scope': None, 'data': 'red'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Diana red'}]","[{'locale': None, 'scope': None, 'data': 'd/2/5/8/d258264ab8c306c364c7af373758910942520e20_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/d/2/5/8/d258264ab8c306c364c7af373758910942520e20_diana2.jpg/download'}}}]",,,,,,,
hades_blue,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['autumn_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '699.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Elegant slim long sleeve shirt'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Hades'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Elegant slim long sleeve shirt white with button-down collar and breast pocket. 65% polyester, 35% cotton. Machine washable.'}]","[{'locale': None, 'scope': None, 'data': 'blue'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Hades blue'}]",,,,,,,,
hades_red,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['autumn_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '699.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Elegant slim long sleeve shirt'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Hades'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Elegant slim long sleeve shirt white with button-down collar and breast pocket. 65% polyester, 35% cotton. Machine washable.'}]","[{'locale': None, 'scope': None, 'data': 'red'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Hades red'}]",,,,,,,,
aurora,"[{'locale': None, 'scope': None, 'data': 'mongo'}]","[{'locale': None, 'scope': None, 'data': '700'}]","[{'locale': None, 'scope': None, 'data': ['summer_2017']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'aurora'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Aurora'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Long\nFit: Relaxed\nModel: Model is 175 cm tall and wears a size 36\nTotal length: 71 cm in size 36\nCollar: Shawl Collar\nSleeve length: 37 cm in size 36\nHandle Type: three quarter sleeve\nComposition: 100% polyester\nCare instructions: do not tumble dry, Machine wash at 30 ° C, shrink possibility limited to 5%, delicates wash'}]",,,,,,,,,,
jack_brown,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'jack'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Jack'}]",,"[{'locale': None, 'scope': None, 'data': 'brown'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Jack brown'}]",,,,,,,"[{'locale': None, 'scope': None, 'data': 'e/2/e/e/e2eebd01180b497ab332cec4eadc9a6b9012766f_t_shirt_marron.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/e/2/e/e/e2eebd01180b497ab332cec4eadc9a6b9012766f_t_shirt_marron.png/download'}}}]",
jack_green,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'jack'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Jack'}]",,"[{'locale': None, 'scope': None, 'data': 'green'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Jack green'}]",,,,,,,"[{'locale': None, 'scope': None, 'data': '8/b/b/9/8bb97c9cff0cc81a1b912dab693270c451403ab1_t_shirt_green.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/8/b/b/9/8bb97c9cff0cc81a1b912dab693270c451403ab1_t_shirt_green.jpg/download'}}}]",
plain_red,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'plain'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Plain'}]",,"[{'locale': None, 'scope': None, 'data': 'red'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Plain red '}]",,,,,,,"[{'locale': None, 'scope': None, 'data': 'b/9/c/f/b9cfb0ee6cf5e0e9d6fbfc94ec4e3a87bb3626c0_plain_red.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/b/9/c/f/b9cfb0ee6cf5e0e9d6fbfc94ec4e3a87bb3626c0_plain_red.jpg/download'}}}]",
plain_white,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'plain'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Plain'}]",,"[{'locale': None, 'scope': None, 'data': 'white'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Plain white'}]",,,,,,,,
model-biker-jacket-leather,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'Biker jacket'}]",,"[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Biker jacket'}]","[{'locale': None, 'scope': None, 'data': 'white'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Biker jacket leather'}]",,"[{'locale': None, 'scope': None, 'data': 'leather'}]",,,,,,
model-biker-jacket-polyester,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'Biker jacket'}]",,"[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Biker jacket'}]","[{'locale': None, 'scope': None, 'data': 'white'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Biker jacket polyester'}]",,"[{'locale': None, 'scope': None, 'data': 'polyester'}]",,,,,,
model-running-shoes-l,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': None, 'data': 'Running shoes L'}]",,"[{'locale': None, 'scope': None, 'data': 'leather'}]",,,,"[{'locale': None, 'scope': None, 'data': 'l'}]",,
model-running-shoes-m,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': None, 'data': 'Running shoes M'}]",,"[{'locale': None, 'scope': None, 'data': 'leather'}]",,,,"[{'locale': None, 'scope': None, 'data': 'm'}]",,
model-running-shoes-s,,,"[{'locale': None, 'scope': None, 'data': ['summer_2017']}]",,"[{'locale': None, 'scope': None, 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]",,"[{'locale': 'en_US', 'scope': None, 'data': 'Running shoes S'}]",,"[{'locale': None, 'scope': None, 'data': 'leather'}]",,,,"[{'locale': None, 'scope': None, 'data': 's'}]",,
model-tshirt-divided-blue,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '400'}]","[{'locale': None, 'scope': None, 'data': ['summer_2017']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}]","[{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}]","[{'locale': None, 'scope': None, 'data': 'blue'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided blue'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided bleu'}]","[{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}]","[{'locale': None, 'scope': None, 'data': 'polyester'}]","[{'locale': None, 'scope': None, 'data': 'akeneo'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}]",,"[{'locale': None, 'scope': None, 'data': '3/0/7/8/3078140eed05b112ca4561ecef1042844d6a3bdd_blue.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/3/0/7/8/3078140eed05b112ca4561ecef1042844d6a3bdd_blue.png/download'}}}]","[{'locale': None, 'scope': None, 'data': '57% cotton, 43% polyester'}]"
bacchus,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '600'}]","[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]",,,"[{'locale': None, 'scope': None, 'data': 'a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg/download'}}}]",,,,,,,
model-tshirt-divided-grey,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '400'}]","[{'locale': None, 'scope': None, 'data': ['summer_2017']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}]","[{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}]","[{'locale': None, 'scope': None, 'data': 'grey'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided grey'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided gris'}]","[{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}]","[{'locale': None, 'scope': None, 'data': 'cotton'}]","[{'locale': None, 'scope': None, 'data': 'akeneo'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}]",,"[{'locale': None, 'scope': None, 'data': '2/2/2/3/222339326f97dc8372d07479ad22d4c5efa69436_grey.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/2/2/2/3/222339326f97dc8372d07479ad22d4c5efa69436_grey.png/download'}}}]","[{'locale': None, 'scope': None, 'data': '100% cotton'}]"
model-tshirt-divided-red,"[{'locale': None, 'scope': None, 'data': 'zaro'}]","[{'locale': None, 'scope': None, 'data': '400'}]","[{'locale': None, 'scope': None, 'data': ['summer_2017']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}]","[{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}]","[{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}]","[{'locale': None, 'scope': None, 'data': 'red'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided red'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided rouge'}]","[{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}]","[{'locale': None, 'scope': None, 'data': 'cotton'}]","[{'locale': None, 'scope': None, 'data': 'akeneo'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}]","[{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}]",,"[{'locale': None, 'scope': None, 'data': 'a/7/0/6/a7066887ff86c7d5320aa6443e66a9f855a42b20_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/7/0/6/a7066887ff86c7d5320aa6443e66a9f855a42b20_red.png/download'}}}]","[{'locale': None, 'scope': None, 'data': '100% cotton'}]"
brogueshoe,"[{'locale': None, 'scope': None, 'data': 'abibas'}]",,"[{'locale': None, 'scope': None, 'data': ['summer_2016']}]","[{'locale': None, 'scope': None, 'data': [{'amount': '267.00', 'currency': 'EUR'}]}]","[{'locale': None, 'scope': None, 'data': 'brogueshoe'}]","[{'locale': 'en_US', 'scope': None, 'data': 'Brogue shoe'}]",,,,,,,,,,,
